arf5	ENST00000000233
C7orf41	ENST00000434060
Atg7	ENST00000434066
USP34	ENST00000434085
alaS2	ENST00000434091
Acsl6	ENST00000434099
TRAPPC4	ENST00000434101
GALNT1	ENST00000434213
thap5	ENST00000434215
serhl	ENST00000434218
POLM	ENST00000434229
TTLL4	ENST00000434241
RGS6	ENST00000434263
CTSB	ENST00000434271
AWAT2	ENST00000434285
Spag11a	ENST00000434307
RPL7AP39	ENST00000434317
SH3GL3	ENST00000434347
FAM22F	ENST00000434357
TSFM	ENST00000434359
ZNF578	ENST00000434371
BBS9	ENST00000434373
vkorc1l1	ENST00000434382
EIF3CL	ENST00000434402
PMS2L3	ENST00000434405
ZNF771	ENST00000434417
LILRB2	ENST00000434421
Senp5	ENST00000434433
Aldh3b1	ENST00000434449
hsdl1	ENST00000434463
DIS3L2	ENST00000434477
TOP3B	ENST00000434517
Pole	ENST00000434528
Dmtf1	ENST00000434534
MMS19	ENST00000434538
Mrpl24	ENST00000434558
LIPT1	ENST00000434566
Dgcr14	ENST00000434568
RAB11FIP3	ENST00000434585
NPRL2	ENST00000434599
CCK	ENST00000434608
PPP1R12B	ENST00000434615
C1orf159	ENST00000434641
ikzf2	ENST00000434687
Snhg11	ENST00000434729
MIOS	ENST00000434746
ITIH4	ENST00000434759
NUP50	ENST00000434760
C9orf25	ENST00000434789
Lrp1b	ENST00000434794
CPNE1	ENST00000434795
HSF4	ENST00000434833
NBPF3	ENST00000434838
MS4A3	ENST00000434842
HDAC11	ENST00000434848
ip6k2	ENST00000434860
G6PD	ENST00000434882
fhl1	ENST00000434885
Antxrl	ENST00000434908
Phactr3	ENST00000434923
rpl32	ENST00000434963
HRC	ENST00000434964
PHACTR1	ENST00000434977
FAM53C	ENST00000434981
SOX10	ENST00000435010
PROX1	ENST00000435016
Tapbp	ENST00000435025
Mta1	ENST00000435036
eprs	ENST00000435048
PATL1	ENST00000435054
SLC35B1	ENST00000435059
CYP2D7P1	ENST00000435101
C9orf131	ENST00000435140
FLJ46361	ENST00000435147
STRN4	ENST00000435164
MLH1	ENST00000435176
c1orf201	ENST00000435187
KIAA0427	ENST00000435190
UBE2J2	ENST00000435198
Fbxl2	ENST00000435207
garnl3	ENST00000435213
RanBP1	ENST00000435265
OSBPL9	ENST00000435274
Cx3cr1	ENST00000435290
ppp2r4	ENST00000435305
GLI2	ENST00000435313
Gmppa	ENST00000435316
RPL7P24	ENST00000435330
RPL7P16	ENST00000435330
RFESD	ENST00000435334
TTC31	ENST00000435361
map2k6	ENST00000435374
C7orf57	ENST00000435376
ZNF382	ENST00000435416
C2orf43	ENST00000435420
rpe	ENST00000435437
MED29	ENST00000435462
islr2	ENST00000435464
Esam	ENST00000435477
PPCS	ENST00000435501
klhl12	ENST00000435533
TUBBP1	ENST00000435534
ZNF812	ENST00000435550
nfe2	ENST00000435572
Trex2	ENST00000435662
haus7	ENST00000435662
SSX5	ENST00000435678
lipH	ENST00000435679
CYP2D7P1	ENST00000435688
PRDX2	ENST00000435703
IFNAR2	ENST00000435704
LUZP6	ENST00000435723
DYSF	ENST00000435743
Rbm12	ENST00000435747
CPNE1	ENST00000435747
ANKHD1	ENST00000435794
Tssc4	ENST00000435795
CA5BP	ENST00000435806
CD36	ENST00000435819
COL20A1	ENST00000435874
PPP1R16A	ENST00000435887
Cdca2	ENST00000435898
ZBTB48	ENST00000435905
C9orf86	ENST00000435930
CASC2	ENST00000435944
ZMAT1	ENST00000435980
gnb3	ENST00000435982
SNORA7B	ENST00000435983
ITGB3	ENST00000435993
HDAC11	ENST00000435998
SLC22A23	ENST00000436008
bcr	ENST00000436011
LOC732360	ENST00000436021
Fhad1	ENST00000436024
EHMT2	ENST00000436026
APOOL	ENST00000436048
GSTT1	ENST00000436103
SLC22A7	ENST00000436107
MMADHC	ENST00000436114
ZNF527	ENST00000436120
taf4	ENST00000436129
RASGEF1B	ENST00000436139
RAP1A	ENST00000436150
LOC440061	ENST00000436168
CCM2	ENST00000436176
F11r	ENST00000436182
BTD	ENST00000436193
GLRA4	ENST00000436213
ext1	ENST00000436216
BMPER	ENST00000436222
PMS2L2	ENST00000436228
MFF	ENST00000436237
PHC3	ENST00000436251
MAST4	ENST00000436277
SYTL2	ENST00000436296
ARMC9	ENST00000436339
Krt23	ENST00000436344
NBPF11	ENST00000436356
A2bp1	ENST00000436368
CCDC144A	ENST00000436374
MUC20	ENST00000436408
cmklr1	ENST00000436420
ddah2	ENST00000436437
hmgcL	ENST00000436439
CCDC66	ENST00000436465
RPL10P9	ENST00000436473
RPL10P16	ENST00000436473
IFT52	ENST00000436476
dhrs9	ENST00000436483
SLC35E1	ENST00000436494
AGER	ENST00000436508
BAT1	ENST00000436533
ZNF385C	ENST00000436535
KIDINS220	ENST00000436566
RAPGEFL1	ENST00000436615
WWP1	ENST00000436619
ZNF502	ENST00000436624
Lst1	ENST00000436635
echdc1	ENST00000436638
PITPNB	ENST00000436663
Hdac8	ENST00000436675
C13orf23	ENST00000436678
SGK494	ENST00000436679
PDE11A	ENST00000436700
ARPP21	ENST00000436702
GAPVD1	ENST00000436712
LOC642513	ENST00000436720
ptprf	ENST00000436724
MLST8	ENST00000436727
ZNF185	ENST00000436731
Adora2a	ENST00000436735
Ntm	ENST00000436745
D2hgdh	ENST00000436747
NEIL2	ENST00000436750
kpna3	ENST00000436760
ABCA3	ENST00000436770
PLB1	ENST00000436775
sumf2	ENST00000436782
MCM9	ENST00000436788
HDAC6	ENST00000436813
S100A1	ENST00000436839
TMEM191B	ENST00000436846
PTMS	ENST00000436860
GON4L	ENST00000436865
TPP1	ENST00000436873
gats	ENST00000436886
LOC652346	ENST00000436891
Gpr114	ENST00000436912
Sestd1	ENST00000436925
HERC2P2	ENST00000436934
Fam113a	ENST00000436952
KNTC1	ENST00000436959
TRDMT1	ENST00000436968
mbtd1	ENST00000436971
Egfl8	ENST00000437001
MMS19	ENST00000437002
agbl5	ENST00000437006
Fkbp6	ENST00000437013
Dgkg	ENST00000437018
Sec14l2	ENST00000437022
BCL2L11	ENST00000437029
DNAJB6	ENST00000437030
cast	ENST00000437034
ZNF804B	ENST00000437038
Trex2	ENST00000437046
DFNB59	ENST00000437056
rnf168	ENST00000437070
PCLO	ENST00000437081
NIPAL3	ENST00000437117
golga4	ENST00000437131
NCOR1	ENST00000437142
PATE1	ENST00000437148
HSFX2	ENST00000437163
Slc4a7	ENST00000437179
C17orf100	ENST00000437195
ext1	ENST00000437196
Pip5k1b	ENST00000437200
Pnma5	ENST00000437210
med18	ENST00000437227
NKIRAS1	ENST00000437230
Tor1b	ENST00000437263
NR1H3	ENST00000437276
CASP8	ENST00000437283
TSPAN32	ENST00000437313
Rab7l1	ENST00000437324
GSDMB	ENST00000437352
PSPHL	ENST00000437355
NASP	ENST00000437362
CYTSA	ENST00000437398
Med15	ENST00000437399
PLAGL1	ENST00000437412
c20orf108	ENST00000437418
heatr2	ENST00000437419
Lgi4	ENST00000437421
SGCE	ENST00000437425
ip6k2	ENST00000437427
Gorasp1	ENST00000437458
MEF2C	ENST00000437473
ANKHD1	ENST00000437495
RBM5	ENST00000437500
ZNF266	ENST00000437513
TNXB	ENST00000437547
TNXA	ENST00000437547
CCNB1IP1	ENST00000437553
LOC541471	ENST00000437561
phyH	ENST00000437577
LARGE	ENST00000437602
MFSD1	ENST00000437603
lsg1	ENST00000437613
LOC401052	ENST00000437616
TANK	ENST00000437623
DOCK4	ENST00000437633
OR51C1P	ENST00000437641
Mmp2	ENST00000437642
Cd101	ENST00000437666
dera	ENST00000437671
WDR64	ENST00000437684
LACE1	ENST00000437715
ZNF138	ENST00000437743
C1orf159	ENST00000437760
YIPF4	ENST00000437765
ABCA2	ENST00000437791
SAMD9L	ENST00000437805
YY1AP1	ENST00000437809
RPL3	ENST00000437815
clpB	ENST00000437826
GALNT3	ENST00000437849
Cgref1	ENST00000437850
MAD1L1	ENST00000437877
Hells	ENST00000437940
mest	ENST00000437945
CHRFAM7A	ENST00000437966
meox1	ENST00000437984
FAM156B	ENST00000438003
NCSTN	ENST00000438008
R3hdm1	ENST00000438014
CHEK1	ENST00000438015
GGT5	ENST00000438024
CSNK1E	ENST00000438038
NAV1	ENST00000438083
LOC100093631	ENST00000438130
flot1	ENST00000438134
Gpd2	ENST00000438166
CABP4	ENST00000438189
OSBPL10	ENST00000438237
bcr	ENST00000438250
dio2	ENST00000438257
ZNF195	ENST00000438262
GLI2	ENST00000438299
KIF15	ENST00000438321
Rps6ka3	ENST00000438357
Ccdc51	ENST00000438370
lrrfip2	ENST00000438374
ncf1	ENST00000438382
GPR55	ENST00000438398
B3galt5	ENST00000438430
Casp3	ENST00000438467
Tnfsf12	ENST00000438470
NCOA7	ENST00000438495
ptcd1	ENST00000438524
uqcc	ENST00000438533
DCUN1D2	ENST00000438545
Slc5a9	ENST00000438567
Tmem39a	ENST00000438581
vtn	ENST00000438614
Pcyt1a	ENST00000438634
TMF1	ENST00000438636
MYO3B	ENST00000438642
RAPGEF1	ENST00000438647
MYO1B	ENST00000438652
KCNJ15	ENST00000438657
rnh1	ENST00000438658
ELAVL3	ENST00000438662
txndc9	ENST00000438680
Pax6	ENST00000438681
CCNT2	ENST00000438691
DMRTC1	ENST00000438696
RALGPS1	ENST00000438723
FLNA	ENST00000438732
Ppp1r7	ENST00000438799
KLHL10	ENST00000438813
MAPK12	ENST00000438835
Ppp1r2	ENST00000438848
znf385b	ENST00000438871
Eln	ENST00000438880
plekhb2	ENST00000438882
Prame	ENST00000438888
Eln	ENST00000438906
NBPF9	ENST00000438910
NBPF8	ENST00000438910
Kif18b	ENST00000438933
MFSD9	ENST00000438943
glcci1	ENST00000438949
ST6GALNAC5	ENST00000438953
Odf3b	ENST00000438960
ACAP3	ENST00000438966
Eif4g3	ENST00000438975
ABCB6	ENST00000439002
Sec14l2	ENST00000439023
Bnip2	ENST00000439052
Spats2l	ENST00000439084
Stk25	ENST00000439101
Itpripl1	ENST00000439118
RPL9P18	ENST00000439124
nek1	ENST00000439128
C14orf178	ENST00000439131
ATAD2	ENST00000439147
Zmiz2	ENST00000439149
CFH	ENST00000439155
CSAG3	ENST00000439173
ERCC8	ENST00000439176
EFEMP1	ENST00000439193
LOC100133012	ENST00000439200
CHEK2	ENST00000439200
NBPF15	ENST00000439206
KIAA1245	ENST00000439206
C6orf120	ENST00000439249
LOC643219	ENST00000439254
GNB1	ENST00000439272
garnl3	ENST00000439286
por	ENST00000439297
Cobll1	ENST00000439313
LOC100133012	ENST00000439346
CYTIP	ENST00000439355
Grsf1	ENST00000439371
SARDH	ENST00000439388
SNAP91	ENST00000439399
S100PBP	ENST00000439419
zmynd11	ENST00000439456
FLJ46361	ENST00000439464
Xpo5	ENST00000439465
ALS2	ENST00000439495
TOM1	ENST00000439512
PDK1	ENST00000439519
EMG1	ENST00000439543
MPPED1	ENST00000439548
COPB1	ENST00000439561
ZNF434	ENST00000439568
Sar1B	ENST00000439578
Ier3	ENST00000439580
GRB10	ENST00000439599
Rbm12	ENST00000439669
heatr5a	ENST00000439727
VIPR1	ENST00000439731
taz	ENST00000439735
C10orf128	ENST00000439740
FAM90A24P	ENST00000439746
FAM90A17	ENST00000439746
MYH16	ENST00000439784
Rbm12	ENST00000439806
ATG9A	ENST00000439812
AIMP2	ENST00000439813
dbf4b	ENST00000439818
GPR144	ENST00000439837
TMEM125	ENST00000439858
LOC148430	ENST00000439860
LOC158381	ENST00000439972
cct5	ENST00000440011
Fam179a	ENST00000440012
LRRC37B2	ENST00000440026
MYH14	ENST00000440075
ZNF275	ENST00000440091
LSM14B	ENST00000440110
HSPD1P4	ENST00000440114
Rnf220	ENST00000440132
HBG1	ENST00000440157
C7orf49	ENST00000440158
Fgfr1	ENST00000440174
BAI2	ENST00000440175
PTPN12	ENST00000440186
MOGAT3	ENST00000440203
Pold1	ENST00000440232
ZNF577	ENST00000440236
RAB24	ENST00000440237
Chtf18	ENST00000440239
DLEC1	ENST00000440294
atp9b	ENST00000440332
ppp2r4	ENST00000440346
FIGNL1	ENST00000440350
LOC100132832	ENST00000440373
CXorf49	ENST00000440412
MED6	ENST00000440435
gramd1c	ENST00000440446
fam70a	ENST00000440464
RDBP	ENST00000440478
fgfr3	ENST00000440486
NBPF11	ENST00000440491
LOC200030	ENST00000440491
RGPD6	ENST00000440524
Atp6v0b	ENST00000440531
ZBTB17	ENST00000440560
DYNC1LI2	ENST00000440564
PUM2	ENST00000440577
nudt9	ENST00000440591
STX10	ENST00000440593
HTR3E	ENST00000440596
TRAK2	ENST00000440597
LMAN2L	ENST00000440610
P2rx5	ENST00000440619
C1orf168	ENST00000440637
HDAC6	ENST00000440653
ARMCX2	ENST00000440675
TUBB8	ENST00000440680
GEFT	ENST00000440686
GPR89C	ENST00000440694
AIMP2	ENST00000440703
SLC30A6	ENST00000440718
Satb1	ENST00000440737
snx17	ENST00000440760
ITSN1	ENST00000440794
PRSS29P	ENST00000440800
TM4SF19	ENST00000440822
HLA-DQA2	ENST00000440846
ulk3	ENST00000440863
lysmd1	ENST00000440902
LOC374491	ENST00000440905
FAM90A23	ENST00000440914
SCML4	ENST00000440927
ttll6	ENST00000440941
GIGYF2	ENST00000440945
POT1	ENST00000440969
FAM153A	ENST00000440977
SHROOM1	ENST00000440998
NR1H3	ENST00000441012
Cbs	ENST00000441030
Hemgn	ENST00000441032
ZNF382	ENST00000441040
sspN	ENST00000441067
C10orf112	ENST00000441070
ZMYM3	ENST00000441096
Ttc15	ENST00000441099
obscn	ENST00000441106
CD36	ENST00000441109
Baz2b	ENST00000441143
ANKMY1	ENST00000441168
LOC729020	ENST00000441178
GLIPR1L2	ENST00000441218
CREB3L3	ENST00000441229
prmt7	ENST00000441236
TTN	ENST00000441262
LRRC8D	ENST00000441269
MTIF2	ENST00000441307
snrnp35	ENST00000441315
DUSP5P	ENST00000441325
UGT1A7	ENST00000441351
EPB42	ENST00000441366
DHX30	ENST00000441384
SCN7A	ENST00000441411
rps9	ENST00000441429
RPL31P49	ENST00000441435
rpl31	ENST00000441435
Rftn1	ENST00000441460
Prdm16	ENST00000441472
RHD	ENST00000441489
Pnpla5	ENST00000441509
BSDC1	ENST00000441541
PDPK1	ENST00000441549
LOXHD1	ENST00000441551
PRUNE2	ENST00000441554
Cttnbp2	ENST00000441556
TPTE2P2	ENST00000441562
Psd4	ENST00000441564
FBLN7	ENST00000441565
CPSF4	ENST00000441580
DBNL	ENST00000441581
GNB2L1	ENST00000441597
SLFN11	ENST00000441608
TTC31	ENST00000441635
HSPA14	ENST00000441647
Anln	ENST00000441696
pfkfb3	ENST00000441697
HDAC6	ENST00000441703
Maff	ENST00000441709
ARMC10	ENST00000441711
UBE2F	ENST00000441728
TNRC6B	ENST00000441751
cd151	ENST00000441766
slain1	ENST00000441784
LOC653501	ENST00000441795
ankar	ENST00000441800
trmU	ENST00000441818
Wbscr22	ENST00000441822
IL23R	ENST00000441823
TEPP	ENST00000441824
ABCF1	ENST00000441867
Pcyt1a	ENST00000441879
SEMA3B	ENST00000441915
C3orf58	ENST00000441925
TLE6	ENST00000441927
LOC100128682	ENST00000441942
MOBP	ENST00000441980
Ttc15	ENST00000441983
POM121L9P	ENST00000441984
hdac9	ENST00000441986
CALM2	ENST00000442008
Uba1	ENST00000442035
ASPRV1	ENST00000442040
MACF1	ENST00000442046
DNAH17	ENST00000442057
RPL29P6	ENST00000442089
BCAP31	ENST00000442093
bat3	ENST00000442112
Pecr	ENST00000442122
STYX	ENST00000442123
WDR64	ENST00000442140
CD44	ENST00000442151
RPL36P5	ENST00000442164
FBLN1	ENST00000442170
mettl5	ENST00000442181
SLC48A1	ENST00000442218
MLH1	ENST00000442249
FAM135A	ENST00000442251
EHMT2	ENST00000442298
HGS	ENST00000442335
PRKAB2	ENST00000442342
RNFT1	ENST00000442346
Znf839	ENST00000442396
PUM2	ENST00000442400
Eln	ENST00000442462
FAIM3	ENST00000442471
CA10	ENST00000442502
Ptprc	ENST00000442510
CCDC66	ENST00000442522
ORMDL1	ENST00000442547
rfx3	ENST00000442560
Fam13c	ENST00000442566
FAHD2B	ENST00000442574
RC3H2	ENST00000442575
NBPF11	ENST00000442576
Cd8a	ENST00000442577
CCDC144A	ENST00000442583
egfr	ENST00000442591
MCF2L	ENST00000442625
TM4SF19	ENST00000442633
LOC100131270	ENST00000442666
NR1I3	ENST00000442691
TFIP11	ENST00000442693
Dnajb14	ENST00000442697
LUC7L	ENST00000442701
ccdc24	ENST00000442705
INHBA	ENST00000442711
POLR2F	ENST00000442738
SHISA5	ENST00000442747
gtpbp2	ENST00000442748
LOC389787	ENST00000442760
Fkbp6	ENST00000442793
RALY	ENST00000442805
PTPRE	ENST00000442830
SIGLEC10	ENST00000442846
ITFG3	ENST00000442854
BBS9	ENST00000442858
C15orf44	ENST00000442903
NBPF10	ENST00000442909
BCL6	ENST00000442910
MTMR8	ENST00000442913
OR4F17	ENST00000442916
Hmcn2	ENST00000442930
PNPLA4	ENST00000442940
WIT1	ENST00000442957
LOC729915	ENST00000442958
ZNF438	ENST00000442986
RPSAP61	ENST00000443003
RPSAP58	ENST00000443003
RPSAP18	ENST00000443003
mdh2	ENST00000443006
UBE2I	ENST00000443007
ZNF780A	ENST00000443072
XPNPEP1	ENST00000443078
TNXB	ENST00000443110
WDR26	ENST00000443112
CCDC113	ENST00000443128
RANBP17	ENST00000443155
Tapbp	ENST00000443230
c2orf44	ENST00000443232
MTX2	ENST00000443241
TACC1	ENST00000443286
Atg4c	ENST00000443289
TBL1XR1	ENST00000443315
KCTD20	ENST00000443316
UCHL5	ENST00000443327
LUC7L	ENST00000443357
il1rap	ENST00000443369
TBC1D5	ENST00000443386
KLC1	ENST00000443396
RCAN1	ENST00000443408
DGCR6L	ENST00000443409
GDPD5	ENST00000443415
MYD88	ENST00000443433
ERAP1	ENST00000443439
FOXO3	ENST00000443457
DYNC1I2	ENST00000443458
kiaa0562	ENST00000443466
Kcnq4	ENST00000443478
abcc5	ENST00000443497
CTNNA3	ENST00000443507
cry2	ENST00000443527
EP400NL	ENST00000443539
LY6G6E	ENST00000443544
DDR1	ENST00000443557
Nup62	ENST00000443569
TFG	ENST00000443578
RGS9	ENST00000443584
btk	ENST00000443591
Hnf4a	ENST00000443598
Paqr5	ENST00000443605
FUT3	ENST00000443606
Dmkn	ENST00000443640
AUTS2	ENST00000443672
HLA-F	ENST00000443678
fes	ENST00000443697
SEPX1	ENST00000443705
hectd3	ENST00000443709
PMPCB	ENST00000443722
BCL11B	ENST00000443726
Cblb	ENST00000443752
ST6GALNAC6	ENST00000443769
CTGLF11P	ENST00000443782
ZFY	ENST00000443793
MAST4	ENST00000443808
ZNF561	ENST00000443819
PLA2G4F	ENST00000443825
RPL15P18	ENST00000443852
MAP3K13	ENST00000443863
ZDHHC3	ENST00000443879
SMYD5	ENST00000443900
PAPPA	ENST00000443904
pdcd6	ENST00000443907
Sf1	ENST00000443908
CYTH4	ENST00000443914
Rnf183	ENST00000443976
lsr	ENST00000443983
PARVB	ENST00000444029
Pde2a	ENST00000444035
RPA2	ENST00000444045
c1orf183	ENST00000444059
L3MBTL	ENST00000444063
IFNAR2	ENST00000444089
SLAMF7	ENST00000444090
Pex13	ENST00000444100
Trmt11	ENST00000444121
TDRD5	ENST00000444136
RNASEL	ENST00000444138
NBPF4	ENST00000444143
birc6	ENST00000444173
FAM25C	ENST00000444180
Lilrb3	ENST00000444199
SNURF	ENST00000444203
NBPF8	ENST00000444211
NBPF11	ENST00000444211
FKBP11	ENST00000444214
Tdrd12	ENST00000444215
Irak1	ENST00000444254
TRMT2A	ENST00000444256
tdgf1	ENST00000444264
COL28A1	ENST00000444268
TRIM67	ENST00000444294
NT5C1B	ENST00000444297
AMPD3	ENST00000444303
Arl8b	ENST00000444332
STK31	ENST00000444333
Satb1	ENST00000444341
Abcb5	ENST00000444370
CCL4L1	ENST00000444414
SLC39A10	ENST00000444421
Sf3a1	ENST00000444440
tmem106b	ENST00000444443
NOSTRIN	ENST00000444448
CSRNP1	ENST00000444454
LOC729991-MEF2B	ENST00000444486
Eif2b5	ENST00000444495
vsx1	ENST00000444511
SSBP3	ENST00000444533
NDUFA10	ENST00000444548
Esam	ENST00000444566
NSUN5P2	ENST00000444583
DFNB59	ENST00000444615
NBPF10	ENST00000444640
NBPF1	ENST00000444640
KIAA1245	ENST00000444640
LOC729444	ENST00000444652
ZNF438	ENST00000444692
ALS2CR8	ENST00000444724
atg16l1	ENST00000444735
PNPLA4	ENST00000444736
CCDC144C	ENST00000444742
Rif1	ENST00000444746
c1orf228	ENST00000444751
TRGV9	ENST00000444775
ZNF561	ENST00000444802
POTED	ENST00000444806
Gabra1	ENST00000444819
Pcyt1a	ENST00000444822
rpl8	ENST00000444860
Commd3	ENST00000444869
PGK1	ENST00000444876
golga4	ENST00000444882
PADI2	ENST00000444885
PMPCA	ENST00000444897
PLXDC1	ENST00000444911
naprt1	ENST00000444928
Sod2	ENST00000444946
PDCD4	ENST00000444997
zbtb44	ENST00000445008
MPP4	ENST00000445016
GGT4P	ENST00000445029
c3orf75	ENST00000445044
Plcxd1	ENST00000445062
vps8	ENST00000445089
SORBS2	ENST00000445115
gpr85	ENST00000445128
TUBBP2	ENST00000445138
SRP19	ENST00000445150
SACS	ENST00000445163
SIK3	ENST00000445177
fam73b	ENST00000445183
akr1cl1	ENST00000445191
PRG4	ENST00000445192
C4orf21	ENST00000445203
F13A1	ENST00000445223
GLOD5	ENST00000445229
ppp2r4	ENST00000445241
Treml4	ENST00000445267
TOM1L1	ENST00000445275
Hnrnpc	ENST00000445284
CPA6	ENST00000445309
LRRC9	ENST00000445360
FXR1	ENST00000445400
EIF4ENIF1	ENST00000445424
PPP2R5C	ENST00000445439
C8orf46	ENST00000445469
ZNF343	ENST00000445484
FARP2	ENST00000445489
IDH3B	ENST00000445490
MICALL1	ENST00000445494
Tmem177	ENST00000445518
LOC390031	ENST00000445525
PTPRO	ENST00000445537
Tro	ENST00000445561
GDI1	ENST00000445564
Laptm4b	ENST00000445593
il2rb	ENST00000445595
PICK1	ENST00000445628
NT5C3L	ENST00000445655
Use1	ENST00000445667
BRWD1	ENST00000445668
UBE2F	ENST00000445676
Slc4a7	ENST00000445684
Kifc3	ENST00000445690
TUBB6	ENST00000445717
TPST2	ENST00000445720
C9orf25	ENST00000445726
LOC654433	ENST00000445745
ANKRD26	ENST00000445828
DAZ4	ENST00000445837
ephX1	ENST00000445856
Exo1	ENST00000445862
Opa1	ENST00000445863
SLC30A3	ENST00000445870
ercc3	ENST00000445889
ATP1A1	ENST00000445896
CHRM2	ENST00000445907
Eln	ENST00000445912
UGP2	ENST00000445915
ARPC1B	ENST00000445924
DOCK4	ENST00000445943
MPP7	ENST00000445954
rps9	ENST00000445961
ZNF735	ENST00000445978
ZNF679	ENST00000445978
ube2d4	ENST00000446008
TBC1D7	ENST00000446018
C9orf21	ENST00000446045
fn1	ENST00000446046
OSBPL8	ENST00000446075
NBPF12	ENST00000446080
NBPF1	ENST00000446080
ZNF177	ENST00000446085
ATP13A5	ENST00000446087
NBPF16	ENST00000446099
GUSB	ENST00000446111
CALN1	ENST00000446128
KDM2A	ENST00000446134
ADAP1	ENST00000446141
PON2	ENST00000446142
GOLGA8DP	ENST00000446144
RHBG	ENST00000446171
Lrrc63	ENST00000446175
Fnbp1	ENST00000446176
EP400NL	ENST00000446190
gtf2h2	ENST00000446221
MCF2	ENST00000446225
c7orf46	ENST00000446234
SLC25A40	ENST00000446236
kiaa1543	ENST00000446248
FAM90A9	ENST00000446252
FAM90A2P	ENST00000446252
FAM90A23	ENST00000446252
Odf2	ENST00000446274
CACNA1C	ENST00000446282
Dot1l	ENST00000446286
TRRAP	ENST00000446306
DDR1	ENST00000446312
FAM153C	ENST00000446313
STMN1	ENST00000446334
cdc27	ENST00000446365
fancl	ENST00000446381
aldh3a2	ENST00000446398
GGTLC5P	ENST00000446402
ftcD	ENST00000446405
H19	ENST00000446406
Bves	ENST00000446408
Nfasc	ENST00000446412
C19orf29	ENST00000446452
UGT1A7	ENST00000446481
Ugt1a5	ENST00000446481
ZNF302	ENST00000446502
PTCRA	ENST00000446507
CBX7	ENST00000446509
ZNF577	ENST00000446514
GTF2IRD2	ENST00000446516
PRKACB	ENST00000446538
ATP6AP1	ENST00000446552
HP1BP3	ENST00000446553
PLSCR4	ENST00000446574
Plcb4	ENST00000446629
ZYX	ENST00000446634
hdac9	ENST00000446646
Dctn5	ENST00000446651
Diablo	ENST00000446652
MTIF2	ENST00000446660
Trmt11	ENST00000446681
Slc4a7	ENST00000446700
shkbp1	ENST00000446701
AMY1C	ENST00000446703
AVL9	ENST00000446718
LOC729462	ENST00000446726
LOC729459	ENST00000446726
LOC729383	ENST00000446726
LOC729284	ENST00000446726
LOC729273	ENST00000446726
LOC729270	ENST00000446726
Cebpz	ENST00000446769
c6orf136	ENST00000446773
Pde7b	ENST00000446774
c3orf75	ENST00000446787
MAP3K13	ENST00000446828
OSBPL1A	ENST00000446832
WDR31	ENST00000446858
TBC1D5	ENST00000446863
Spanxn4	ENST00000446864
TM4SF19	ENST00000446879
tap1	ENST00000446893
Zmynd8	ENST00000446894
ZEB1	ENST00000446923
CAND2	ENST00000446928
RGPD8	ENST00000446930
TTN	ENST00000446966
LOC100129500	ENST00000446996
NCRNA00081	ENST00000447005
MCF2L2	ENST00000447025
BAG2	ENST00000447026
rnf216	ENST00000447067
BZW1L1	ENST00000447069
AQP7P4	ENST00000447083
cyb5a	ENST00000447091
ZNF680	ENST00000447137
LOC646791	ENST00000447173
PRDX1	ENST00000447184
PDS5B	ENST00000447189
RHD	ENST00000447203
NPR2	ENST00000447210
IMMP2L	ENST00000447215
TRAPPC4	ENST00000447216
GIMAP5	ENST00000447239
SLC35A2	ENST00000447242
LOC100133163	ENST00000447261
NOSTRIN	ENST00000447264
znf167	ENST00000447279
SERPINE2	ENST00000447280
KIAA1245	ENST00000447352
ARHGAP21	ENST00000447364
Ssr4	ENST00000447375
DCAF8	ENST00000447377
TMEM108	ENST00000447381
Fap	ENST00000447386
CALCRL	ENST00000447403
ggt1	ENST00000447416
kng1	ENST00000447445
C6orf27	ENST00000447450
Nudt1	ENST00000447457
DLG1	ENST00000447466
PPIL6	ENST00000447468
PLCH1	ENST00000447496
PEX10	ENST00000447513
Atp1a2	ENST00000447527
CYBASC3	ENST00000447532
CD36	ENST00000447544
FAM156A	ENST00000447562
Tpte	ENST00000447568
PHC3	ENST00000447576
COL11A1	ENST00000447608
LMO3	ENST00000447609
c19orf62	ENST00000447614
PSMD1	ENST00000447633
ADCY3	ENST00000447634
HMGA1	ENST00000447654
PHTF1	ENST00000447664
RFFL	ENST00000447669
Acaa1	ENST00000447685
CASP5	ENST00000447697
KIAA1310	ENST00000447759
LOC644079	ENST00000447763
CCDC138	ENST00000447782
ASB15	ENST00000447789
Rbm34	ENST00000447801
ASAH2C	ENST00000447815
ZNF280C	ENST00000447817
Nfasc	ENST00000447819
PDS5B	ENST00000447833
LOC26172	ENST00000447834
SNCAIP	ENST00000447854
NBPF8	ENST00000447862
NBPF10	ENST00000447862
KIAA1245	ENST00000447862
